key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-339919263,"Livestock Management Within a Traditional Agrosilvopastoral System in Northern Minas Gerais, Brazil: A Model for Reconciling Livelihoods and Conservation at a Time of Environmental Change",2022,1,1,,,50,1,,"Lima I.L.P., Alexiades M.N., Scariot A.",,,,,"We examine the ongoing transformation of the livestock raising component of a complex agrosilvopastoral management system associated with the Geraizeiro of northern Minas Gerais state, Brazil. Increasing droughts and regional climate change, associated with large-scale corporate enclosures of upland rangelands and conversion to eucalyptus plantations for industrial charcoal production have undermined solta, a customary form of extensive cattle raising and centerpiece of Geraizeiro lifeways. In response, farmers are adapting and transforming another, more intense form of livestock raising associated with managed agroforestry in lower-lying areas, manga. Using a social-ecological systems approach and drawing on extensive interviews and ecological inventories, we consider such changes within the overall integrity of the system, suggesting the need to reconsider the role of the Geraizeiros and their use of cattle and fire as a potentially useful tool in reconciling livelihoods and conservation, particularly amidst accelerating social and environmental change and the concomitant threats to the savanna biocultural biome. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil",,
rayyan-339919271,Rural development and social exclusion: A case study of sustainability and distributive issues in Brazil,1999,1,1,,,30,2,,Gutberlet J.,,,,,"Rural modernisation based on the concept of the Green Revolution has changed the social and ecological landscape in Brazil, particularly since the late 1960s. The expansion of extensive cattle ranching and mechanised agriculture have been major driving forces in this transformation process. In the Midwest, one of the last frontier regions in Brazil, extensive savanna land has recently been cleared for cash-crop production and pastureland. After the displacement of indigenous people during early confrontations with Portuguese explorers in the eighteenth century, we are now witnessing the dispossession of traditional small-scale farmers who had settled in the region two centuries ago. Rural communities have remained marginalised and powerless in the face of pressure and impact from recent development of agribusiness and cattle ranching. The agricultural activity of the smallholders is subsistence-oriented with little market integration, and their production system (shifting cultivation) is based on local knowledge, which seems to be well adapted to the savanna environment. The system is no longer sustainable. Due to capitalist expansion and prevailing conditions of unsecured land tenure, lack of access to basic assets, and high population pressure on scarce resources, the peasants have had a intensify production. This research focuses on the consequences of recent social, economic and environmental change in traditional rural communities.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,land tenure",,
rayyan-339919273,Commodity-Centric Landscape Governance as a Double-Edged Sword: The Case of Soy and the Cerrado Working Group in Brazil,2020,1,1,,,3,,,"Bastos Lima M.G., Persson U.M.",,,,,"Persistent ecological and socio-economic impacts from the expansion of industrial monocultures in the tropics have raised land use sustainability to the top of the environmental policy agenda. As major crops such as soy continue to experience growing market demand and threaten both natural ecosystems and traditional populations, a number of multi-stakeholder governance initiatives have been established around agricultural commodity chains or key landscapes. Effectiveness in curbing unsustainable land use, however, remains limited. In this context, innovative initiatives have blurred the lines to combine both supply chain and landscape governance. We analyze such arrangements—here conceptualized as commodity-centric landscape governance (CCLG)—with an in-depth case study of the Cerrado Working Group, a multi-stakeholder initiative led by civil society and the soy agribusiness to address land use change in that savanna landscape in Brazil. The paper examines how that initiative has come about, its agenda, as well as usually underexposed political dimensions using agenda-setting theory. The research is based on extensive fieldwork in Brazil, with data collected through document analysis and 56 key-informant interviews. The findings suggest that a sustainable development agenda for the Cerrado has been substantially narrowed to become mostly one of conversion-free soy supply, serving more the interests of that agroindustry and its consumers than those of the landscape's most vulnerable stakeholders, such as local communities. While the Cerrado Working Group has importantly broadened the policy scope beyond commodity certification, its limited inclusiveness and a skewed agenda have led to instruments that target only soy farmers as beneficiaries. We conclude that, although effective for targeting conversion drivers, CCLG can crystallize and reinforce existing land use patterns by granting disproportionate power to dominant stakeholders, thus limiting the agenda to incremental changes. As a consequence, distant demand-side actors may exert greater governance authority than the landscape's own population. If embodying norms of inclusiveness and equitable participation, CCLG may serve as an entry point, but it does not per se replace inclusive land-use planning and integrated landscape governance. © Copyright © 2020 Bastos Lima and Persson.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado",,
rayyan-339919295,Place-making at the frontier of Brazilian agribusiness,2018,1,1,,,83,1,,Ioris A.A.R.,,,,,"The intricacies of one of the most relevant agribusiness frontiers in the world today—the north of the State of Mato Grosso, in the southern section of the Amazon, Brazil—are considered through a critical examination of place-making. Vast areas of Amazon rainforest and savannah vegetation were converted there, since the 1970s, into places of intensive soybean farming, basically to fulfil exogenous demands for land and agriculture production. The present assessment goes beyond the configuration of new places at the agricultural frontier, and starts with a qualitative intellectual jump: from place-making on the frontier to place-making as an ontological frontier in itself. It means that, instead of merely studying the frontier as a constellation of interconnected places, we examine the politicised genesis of the emerging places and their trajectory under fierce socio-ecological disputes. The consideration of almost five decades of intense historic-geographical change reveals an intriguing dialectics of displacement (of previous socio-ecological systems, particularly affecting squatters and indigenous groups, in order to create opportunities for migrants and companies), replacement (of the majority of disadvantaged farmers and poor migrants, leading to land concentration, widespread financialisation and the decisive influence of transnational corporations) and misplacement (which is the synthesis of displacement and replacement, demonstrated by mounting risks and a pervasive sentiment of maelstrom). Overall, there was nothing inevitable in the process of rural and regional development, but the problems, conflicts and injustices that characterise its turbulent geographical trajectory were all more or less visible from the outset. © 2016, The Author(s).","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,demography,mato grosso",,
rayyan-339919304,Land dynamics and soy agribusiness expansion in Brazil [Les dynamiques foncières et l'expansion de l'agro-industrie du soja au Brésil],2013,1,1,,,22,1,,"Leite S.P., Junior V.W.",,,,,"Land dynamics and soy agribusiness expansion in Brazil This article deals with the expansion process of the agribusiness in grains in the cerrado regions (the Brazilian savannas). It analyses the economic modalities and land concentration in this sector, paying particular attention to: (i) transnational companies (tradings) (oriented towards creating a technological standard, which favours large agricultural organizations and the use of sophisticated agricultural implements and machines); (ii) state support in accessing capital (rural funding and renegotiation of large producers' debts). The article also analyses how agribusiness expansion as well as land and economic concentration impact the cerrado and land prices.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,farming context",,
rayyan-339919319,Towards a more sustainable banana-limitations and strengths of a territorial approach,2013,1,1,,,986,,,"Clercx L., Huyghe B.",,,,,"In the debate on sustainable supply chains of tropical agricultural products, important issues emerge: sustainable land and water use, maintaining biodiversity, mitigation and adaptation to climate change, waste disposal and recycling, reduction of agrochemicals, integrated pest management, nutrient cycles, soil conservation and so forth. International certifications in tropical fruits such as GlobalGAP, Rainforest Alliance, organic or fair-trade, have various limitations: (1) they acknowledge these emerging issues only partially; (2) the standards are uniform and do not take into account the heterogeneity of contexts and of opportunities to build up more sustainable supply chains; (3) these certifications are focused on the farm, the product or the producer organization, but not on the territory, the watershed, the agro-ecosystem and the wider context of local and regional institutional settings. To address these limitations, Agrofair and the TASTE Foundation conducted in-depth case studies of organic and fair-trade certified production systems, in their territorial settings in Peru and Ecuador. North Peru is an arid zone which heavily depends on irrigation, with smallholders who cultivate banana plots of 1 ha in monoculture systems. In South Ecuador, a semi-humid zone was studied, with medium sized producers (5-10 ha) and agroforestry systems (cocoa-forest-banana) in the hillsides. In a second dimension of the study, a rapid survey among five supermarkets in The Netherlands and Belgium and one procurement organization was carried out, to assess the feasibility to introduce a banana with a kind of denomination of origin: mountain-grown banana (Ecuador) or savannah-grown banana (Peru). Could these denominations be carriers of specific sustainability messages (on top of the organic and fair-trade labels)? The survey learned that the retail sector is not looking for complex messages or specific branding: these bananas may have their origin in very different regions, but are all genetically identical Cavendish bananas. However, there are signs that supermarkets are receptive for a more comprehensive approach to a more sustainable banana. This would open new action perspectives for a territorial approach and promotion of a banana with added environmental value.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: peru,ecuador,farming context",,
rayyan-339919332,"The Fate of an Amazonian Savanna: Government Land-Use Planning Endangers Sustainable Development in Amapá, the Most Protected Brazilian State",2017,1,1,,,10,,,"Hilário R.R., de Toledo J.J., Mustin K., Castro I.J., Costa-Neto S.V., Kauano É.E., Eilers V., Vasconcelos I.M., Mendes-Junior R.N., Funi C., Fearnside P.M., Silva J.M.C., Euler A.M.C., de Carvalho W.D.",,,,,"Although Amapá is the most protected Brazilian state, the same level of protection does not extend to its savannas. These are currently suffering increased pressure from threats including large-scale agriculture, particularly the expansion of soybean plantations. In September 2016, the Government of Amapá presented a zoning proposal (Zoneamento Socioambiental do Cerrado [ZSC]) that reserves most of the savannas for agricultural activities. Here, we outline how the methodology employed is flawed because it does not include fauna surveys, evaluations of ecosystem services or an assessment of the social importance of the savannas. The ZSC authors admit that, contrary to Brazilian legislation, the zoning was carried out with the single intention of increasing agriculture production. Current knowledge indicates that Amapá’s savannas are rich in biodiversity, including endemic and threatened species, and are also home to a rich culture of traditional populations. These savannas are important providers of ecosystem services that, if intact, could represent around US$ 1.52 billion annually. We hold that the ZSC should be reformulated, with fair participation of stakeholders, in accordance with Brazil’s legal requirements. At least 30% of the savannas should be protected, local family farming should be supported, and the rights of traditional peoples must now be assured through recognition of their land rights. © The Author(s) 2017.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil",,
rayyan-339919341,Brazil’s planned exploitation of Amazonian indigenous lands for commercial agriculture increases risk of new pandemics,2021,1,1,,,21,3,,"Ferrante L., Barbosa R.I., Duczmal L., Fearnside P.M.",,,,,"We report the emergence of a new production chain for commercial food that aims to maximize profit to the detriment of the environment and traditional communities in the Amazonian region. In addition, the combination of environmental impact and the raising of confined animals (including pigs and poultry), in locations where the animals may have contact with other diseases carries the danger of generating a new pandemic of worldwide proportions. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","RAYYAN-INCLUSION: {""Jamie""=>""Included""}",,
rayyan-339919348,"Ecogeography and human scenario in northeast Roraima, Brazil",1997,1,1,,,49,4,,Schaefer C.E.R.,,,,,"In northern Brazil, the Northeast part of the State of Roraima is the most complex environment that occurs under Amazonian conditions. The 'environmental stratification' approach, based essentially on pedological, geomorphological and vegetational studies was used, providing a rapid assessment of the ecogeography, its long-term possibilities and constraints. The integrated land use assessment of the stratified units was discussed. Among the four units, three main units occur on the extensive plain surface, forming a climatic gradient. The Caracarai-Anaua unit is dominated by forest and campina vegetation, associated with latosols and hydromorphic podzols. The Lavrado unit is dominated by open grass savanna, with fire-resistant species and gallery forest featuring Buriti palms, resembling a 'dambo'-like landscape. In most cases, the boundaries between these two units are abrupt forest/savanna contacts. The Surumu unit is characterized by xerophytic savanna with cactus, with semiarid species and sodic soils occurring on volcanic-acid rocks. Overall, the present tendency is for an invasion of forest vegetation into savanna areas. The process is directly related to the evolution of the 'veredas de buritis' ecosystem and the capture of closed lakes and 'dambo'-like swamps as 'veredas de buritis' extend and landscape rejuvenation occurs. The main agronomic constraint is the very low nutrient status of the soils, allied to the high aluminum saturation in the Caracarai-Anaua and Lavrado units, and the high sodium content, erosion hazard and stony soils in the Surumu unit. The carrying capacity and the resilience against changes of the units are generally very low. In spite of that, the overall extent of land colonization in Roraima increased by about 70% from 1980 to 1985, although small settlements increased by a disproportionate 242% over that period, mainly as a result of colonization in the forested Caracarai-Anaua unit; in contrast, there was an absolute reduction of 23% in the number of very large settlements. The official land colonization policy was discussed, illustrating the human scenario in NE Roraima. The absence of strategies for rural development is evident, and the current pattern of high mobility of these 'colonos' (settlers) associated with seasonal burning and gold-mining are direct consequences of this illconceived policy. The discredited strategy of cattle ranching is dominant, but no long-term regional planning for development exists. The pattern of human occupation in NE Roraima accords with the pattern of land use in other parts of Amazonia, and highlights the difficulties facing policies seeking to intensify the use of forest land and to achieve effective land colonization. Powerful ecological constraints at the smallholder level prevent sustained farming and development. It is likely that, given these considerable social and ecological constraints, the development model pursued in Roraima today will not provide an economic solution for sustaining the livelihood of most of its inhabitants, perpetuating the present social inequality in any foreseeable scenario.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil",,
rayyan-339919352,"Local perceptions of jaguar conservation and environmental justice in Goiás, Matto Grosso and Roraima states (Brazil)",2018,1,1,,,13,,,"Bredin Y.K., Lescureux N., Linnell J.D.C.",,,,,"Wildlife conservation often leads to various conflicts with other human activities, resulting in concerns about the justice of conservation. Although species’ protection – notably of large carnivores – can have negative consequences for economic interests and human well-being, environmental justice issues related to species conservation are rarely explored. In Brazil, jaguars (Panthera onca) have become flagships for a series of conservation initiatives. Whereas jaguars’ direct impact on cattle farming has been studied, their influence on other rural stakeholders is poorly understood. Here we study local people's views on jaguars and jaguar conservation across the Cerrado savannah and the Amazon rainforest biomes. Using Q-methodology, we identified five distinct narratives regarding jaguar conservation in relation to environmental justice issues. These were shared among fishermen, tourist guides, cattle breeders, crop farmers and jaguar hunters. Interestingly, we did not find any systematic differences in subjective views, across regions, or professions/livelihood forms. However, our results showed a strong desire among the stakeholders for more local empowerment to influence the management of both jaguars and nature where they live. Moreover, we detected a widespread discontent with the lack of consistent implementation and predictable enforcement of environmental laws. © 2017 The Authors","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado",,
rayyan-339919359,Assessing the impact of the abc cerrado project [Avaliação do Impacto do Projeto ABC Cerrado],2021,1,1,,,51,,,"E Souza G.S., Gomes E.G., De Freitas A.C.R., Fernandes P.C.C., Camboim C.E.",,,,,"Projects that help rural producers to use sustainable production practices are essential for the preservation of biomes. The ABC Cerrado Project, for example, aimed to promote the sustainable land use, as well as to improve the forest management, in the Cerrado (Brazilian Savanna) biome, from 2014 to 2019. The Project’s goals included assessing the impact resulting from training a group of farmers in sustainable technologies for agricultural production and offering them technical assistance for managing rural properties. In this study, the impact of this Project was evaluated. The perception of impact adopted here has three dimensions: Technical efficiency; probability of the activity being a carbon sink; and reduction of carbon emissions. In general, there was an improvement in the environmental performance of farms assisted by the Project. This reflects the efforts of the farmers to adjust their production processes and incorporate the good agricultural practices disseminated by the technology transfer process proposed by the Project. © 2021, Universidade Federal De Goias (UFG). All rights reserved.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado",,
rayyan-339919378,Alternative biodiesel feedstock systems in the Semi-arid region of Brazil: Implications for ecosystem services,2018,1,1,,,81,,,"Sánchez A.S., Almeida M.B., Torres E.A., Kalid R.A., Cohim E., Gasparatos A.",,,,,"The Northeast region of Brazil has low levels of human development and a marginal environment subject to chronic water scarcity. This paper assesses the potential impacts of bioenergy production from local varieties of castor oil plant and jatropha that could reduce the import of energy in the region, while developing its economy. Biodiesel systems based on these crops can be suitable for the Northeast region as they have low water needs, and are either indigenous or have shown excellent adaptation to the local climate. Apart from biodiesel production, the residue from their processing can be a valuable resource usable for biogas production and bio-fertilizers. Using the ecosystem services approach, five land management alternatives are compared: (i) Caatinga woodland (a type of dry savannah native to the region), (ii) a scheme of local jatropha varieties and vegetation for Caatinga forest restoration, (iii) a crop rotation scheme of castor oil plant and cowpeas, (iv) cowpea mono-cropping, and (v) pasture. Based on the analysis of secondary data, some provisioning and regulating services were assessed quantitatively, while others qualitatively. The results suggest that the conversion of (i) cowpea mono-cropping to a rotation of cowpeas and castor and (ii) degraded pastures to a jatropha-Caatinga forest restoration scheme can provide a bundle of provisioning, regulating and supporting ecosystem services. Feedstock for bioenergy is the most important ecosystem service derived from these multi-functional landscapes. In particular converting pasture to a jatropha-Caatinga forest restoration scheme could provide per hectare 0.7 t of oilseeds for biodiesel production and 1.8 GJ of usable energy, in the form of biogas from the residual seedcake. The castor-cowpea rotation scheme could provide per hectare 1.5 t of oilseeds for biodiesel production together with 2.2 GJ of usable biogas energy, per hectare. © 2017 Elsevier Ltd","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,caatinga,socioeconomic",,
rayyan-339919381,"Aspects socialenvironmental of the charcoal production native origin in an area of savannah in Jerumenha, Piauí [Aspectos socioambientais da produção de carvão vegetal de origem nativa em uma área de cerrado em Jerumenha, Piauí/Brasil]",2016,1,1,,,37,3,,"Lima A.S., Santos K.P.P., Castro A.A.J.F.",,,,,"This study aimed to characterize the production of charcoal and the social and environmental aspects involving the activity in three charcoalfields in the 'Cerrado' of Piauí State, belonging to the municipality of Jerumenha. Data were collected from the observaton in loco and semi-structured interviews. The results showed that the majority of charcoal makers are male , married, with incomplete primary education . 65.9 % reported no illness . Most of the workers revealed that the activity did not cause impacts on the environment . In the face of significant production of the charcoal in the state , there is a need more studies to assess the impact caused on the environment.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado,charcoal",,
rayyan-339919384,Drivers of hunting in the savannahs of Amapá: Implications for conservation,2021,1,1,,,55,2,,"Silvestre S.M., Calle-Rendón B.R., De Toledo J.J., Hilário R.R.",,,,,"Although overhunting is amongst the main threats to biodiversity, wild meat is culturally and nutritionally important for many communities. Conservation initiatives should therefore address the drivers of hunting, rather than its practice alone. Here we gathered information from structured interviews with 68 local households to assess the drivers of hunting in a highly threatened Amazonian savannah complex, the Cerrado of Amapá in Brazil. We used regression models to evaluate the influence of socio-economic parameters and spatial variables on hunting prevalence and frequency. The only identified driver of hunting prevalence was forest cover, whereas five variables had significant effects on hunting frequency. The positive effect of forest cover and the negative effect of hunter's age on hunting frequency suggest that logistical and physical feasibility are important drivers of hunting frequency. Furthermore, we suggest that the negative effect of distance to urban centres may be related to the profitability of hunting. We base this on the negative effect of river length in the vicinity of households and per capita monthly income on hunting frequency, which corroborates the tendency of hunting frequency to decrease when alternatives to wild meat are more readily available. We argue that to reduce unsustainable hunting it is necessary both to raise awareness amongst local communities and involve them in the creation of management plans that conserve biodiversity and meet economic and social needs. Copyright © The Author(s), 2020. Published by Cambridge University Press on behalf of Fauna & Flora International.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: cerrado,hunting",,
rayyan-339919385,The role of the rural settlements in the Brazilian savanna deforesting process,2017,1,1,,,12,1,,"Gosch M.S., Ferreira M.E., Medina G.D.S.",,,,,"Although the drivers of deforestation in Brazil are relatively well known, there is still limited understanding of the role of family farm-based rural settlements in land cover changes, particularly in the Brazilian savanna. This research aims to identify land use patterns within rural settlements and examine how they are influenced by regional dynamics. The study is based on GIS techniques and satellite image classification (Landsat 5-TM and RapidEye imagery), combined with geo-referenced fieldwork data in three different regions of the State of Goiás. The results reveal that the deforestation arrangement within the studied rural settlements is very similar to the deforestation found in the surrounding regions. As a positive outcome, the rural settlements have a higher share of remnant vegetation when compared to the surrounding areas, but this is still concentrated within legal reserves. We conclude that the changing patterns of rural settlement land cover are highly influenced by regional dynamics. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado,land use",,
rayyan-339919392,"Cerrado meets savannah, family farmers meet peasants: The political economy of Brazil's agricultural cooperation with Mozambique",2016,1,1,,,58,,,"Zanella M.A., Milhorance C.",,,,,"Brazil's development cooperation policy with sub-Saharan Africa has intensified since the end of the 2000s, with Mozambique being the country's largest partner. This South-South Cooperation enterprise has shown intentions to share elements drawn from previous experiences of programmes implemented in Brazil, particularly in the rural sector. However, Brazilian agricultural policy is notorious for its dualistic structure, and dominant political strategy has been marked by the accommodation of two different - occasionally contradictory - agricultural policy agendas, reflecting how current political forces are organized. This article demonstrates how such a dualistic structure shapes Brazil's technical cooperation with Mozambique, pointing out that it is still unclear how far rural development perspectives rooted in the particularities of Brazilian agrarian dynamics would be useful for projects implemented in different rural contexts. We argue that, since Mozambican agricultural plans primarily emphasize a perspective that focuses on market-oriented agricultural modernization, a potential reform of the current cooperation policy toward more inclusive agenda, focused on family farming, faces political economy constraints. We conclude that the appropriation of a foreign project relies on the political economy dynamics of related contexts and power relations of involved stakeholders, an area that could deserve further attention from researchers investigating Brazil-Mozambique relations. © 2015 Elsevier Ltd.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,distal,cerrado,context,mozambique,telecouplings",,
rayyan-339919400,"The Relative Importance of Socioeconomic and Environmental Variables in Explaining Land Change in Bolivia, 2001-2010",2012,1,1,,,102,4,,"Redo D.J., Aide T.M., Clark M.L.",,,,,"This study assesses the relationship between trends in land change from 2001 to 2010 and socioeconomic and environmental variables in Bolivia at multiple spatial scales using a nonparametric, tree-based modeling approach. It also explores the theoretical dimensions surrounding the debate over the relative importance of socioeconomic and environmental variables in explaining land change. Results from the land change analysis show several hotspots of dynamic change. The majority of woody vegetation loss occurred in the eastern lowlands of Santa Cruz, Beni, and Pando and was attributable to the expansion of industrial agriculture. Gains in woody vegetation took place in the drylands of Santa Cruz and Beni savanna, and these changes were attributed to shifting patterns in precipitation and fire rather than human-induced change. Other hotspots of woody vegetation gain were attributed to abandonment of agriculture and herbaceous lands in the intermontane valleys of the southern Andes. Regression analyses showed that population and other demographic variables were poor predictors of land change. There is a clear relationship, however, between changes in woody and agriculture/herbaceous vegetation and environmental variables such as precipitation, temperature, and elevation. Municipalities with adequate precipitation and moderate temperature tended to show increases in agriculture and herbaceous vegetation and woody vegetation declines. Woody vegetation tended to increase in municipalities at higher elevations. This study also shows that explanations of only wealth or population as the main drivers of land change undervalue the role that natural features, like topography and precipitation, play in limiting or permitting certain land-use decisions. © 2012 Copyright Taylor and Francis Group, LLC.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: bolivia,land-use history",,
rayyan-339919401,Maldevelopment revisited: Inclusiveness and social impacts of soy expansion over Brazil's Cerrado in Matopiba,2021,1,1,,,139,,,"Russo Lopes G., Bastos Lima M.G., Reis T.N.P.D.",,,,,"Cash crops such as soy, cocoa and oil palm have expanded at great speed in developing countries, often at the expense of customary landowners, traditional livelihoods, and biodiversity. These landscape transformations have global drivers, but they are often justified by a dominant rationale that they bring development to otherwise underprivileged regions. Such development claims, however, are either taken at face value or conflated with simplistic macroeconomic indicators that gloss over most social issues. Those claims may, therefore, hide severe inequities. To better analyze these phenomena, we revisit and conceptualize the notion of maldevelopment, here defined as inequitable and exclusive processes of change that deprive most local stakeholders of their social and material capabilities. Using an inclusiveness framework, we then conduct an in-depth analysis of soy expansion in the Matopiba region of Brazil's Cerrado. This rich biome with a mosaic of land uses forms an agriculture-savanna landscape that is rapidly giving way to soy monoculture – under the guise of development. Through fieldwork and primary data collection in 18 Matopiba municipalities, we have interviewed 62 stakeholders in that landscape transformation from different social groups. We assess how soy expansion has altered access and allocation patterns of key resources such as land and water, as well as participation in the local food systems and governance initiatives. When looking beyond general economic indicators, our findings expose a brutally exclusive process of environmental degradation and resource dispossession. Yet the stakeholders we interviewed do not want to simply be left undisturbed but to experience inclusive development instead, with participation in governance and support for bottom-up initiatives. We conclude that the frequently cited claim that industrial monocultures bring development to underserved regions deserves far greater scrutiny, and that inclusiveness in the design and execution of interventions is crucial for avoiding maldevelopment. © 2020 The Author(s)","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado",,
rayyan-339919406,A conceptual model to assess the impact of anthropogenic drivers on water-related ecosystem services in the Brazilian Cerrado [Um modelo conceitual para avaliar o impacto de fatores antropogênicos nos serviços ecossistêmicos relacionados à água no Cerrado],2020,1,1,,,20,,,"Resende F.M., Cornejo Denman L.A., Selva G.V., Campanhão L.M.B., Nobre R.L.G., Jimenez Y.G., Lima E.M., Niemeyer J.",,,,,"The development of strategies that conciliate anthropogenic activities with nature conservation is becoming increasingly urgent, particularly in regions facing rapid conversion of native vegetation to agriculture. Conceptual modelling enables assessment of how anthropogenic drivers (e.g. land use/land cover change and climate change) modify natural processes, being a useful tool to support strategic decision-making. The present work describes a conceptual model to evaluate water-related ecosystem service provision under different land use scenarios in the Matopiba region of the Brazilian Cerrado, the world’s most biodiverse savanna and an agricultural frontier. Model variables were determined (direct drivers, indirect drivers, focal components and responses) and the Nature Futures Framework was consulted to incorporate socio-ecological components and feedbacks. Future scenarios were developed considering potential trajectories of drivers and governance responses that may impact land use in the region, including the possibility of full compliance with Forest Code and implementation of the Soy Moratorium in the region. The conceptual model and scenarios developed in the present study may be useful to improve understanding of the complex interactions among anthropogenic drivers, water-related ecosystem services and their potential repercussions for natural and social systems of the region. Governance decisions will be critical to maintaining the ecosystems of the region, the services it provides and the culture and tradition of the people historically embedded in the landscape. In acknowledgment of humanity’s dependence on nature, the importance of inverting the way scenarios are used is highlighted. Rather than using scenarios to measure the impacts of different policy options on nature, scenarios representing the desired outcomes for biodiversity and ecosystem services can be used to inform how policies can guarantee ecosystem integrity into the future. © 2020, Universidade Estadual de Campinas UNICAMP. All rights reserved.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,cerrado",,
rayyan-339919414,The Practice of Burning Savannas for Hunting by the Xavante Indians Based on the Stars and Constellations,2013,1,1,,,26,4,,"de Melo M.M., Saito C.H.",,,,,"The cultural basis for the practice of savanna burning for hunting by the Xavante Indians was investigated. Fieldwork was performed in the Indigenous Lands of Areões and Pimentel Barbosa in Mato Grosso State, Brazil. This study showed that natural events are still relevant in the cognitive universe of the Xavante and are considered in the people's decision-making processes. The eldest village members select the best location and time to start a fire. Their decision is based on the winds and the positions of the stars. The constellations that have a special meaning for the Xavante are rather similar to those acknowledged by Western culture. The results of the study support the conclusion that a dialogue between the traditional knowledge of the Xavante about fire management and the scientific fundamentals of fire ecology can contribute to a broader understanding of the management of fires in the cerrado. © 2013 Copyright Taylor and Francis Group, LLC.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil,burning,land use,indigenous",,
rayyan-339919422,Perceiving the invisible: Formal education affects the perception of ecosystem services provided by native areas,2019,1,1,,,40,,,"Lima F.P., Bastos R.P.",,,,,"Landowners' decisions reshape landscapes, affecting the distribution and maintenance of ecosystem services (ESs). In Brazil, 53% of all remaining native vegetation is on private farms, reinforcing the importance of these stakeholders. The aim of this study was to identify landowners’ perceptions of the native areas on their properties as sources of ESs, to support future conservationist management strategies. We tested whether personal variables (gender, age and years of formal education), and farm characteristics (type and size) were determinant in their perceptions. We interviewed 75 landowners in the Brazilian savanna region, using a questionnaire and paired images strategy (e.g., pictures of soybean cultivation with and without native forest vegetation). Our analyses revealed that landowners perceive native areas as providing ESs. Gender, age and size of farm did not affect the landowners’ perceptions of ESs. However, we observed that years of formal education increased the chance of perceiving ESs which are more difficult to observe (pollination and pest regulation). Those services may require more scientific background to be understood. These results highlight with regard to perception of some ESs, education is a stronger factor than experience based on land-use activities. © 2019","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil",,
rayyan-339919432,Bioenergy and sustainable development: The dilemma of food security and climate change in the Brazilian savannah,2010,1,1,,,14,3,,"Finco M.V.A., Doppler W.",,,,,"The bioenergy has been greatly deliberated in Brazil. This has led the country to develop new policies and implement a biodiesel program (PNPB) in 2004 aiming at fostering the rural development and at the same time promoting a new and clean source of energy. Nevertheless, there is an ongoing international debate about the negative impacts of bioenergy, especially biofuels, such as, the consequences to native forests and on local food production. In this context, the present study aims to assess the relationship between small-scale oil seed activity and food production, as well as, with the deforestation of native forests. A cross-sectional study was conducted with small-scale farmers in the Brazilian savannah, in a transitional region between the Cerrado and the Amazon rain forest. A range of socio-economic and environmental indicators were collected among smallholders who cultivate Jatropha curcas and Ricinus communis and from them different scenarios were established, which estimated the impacts on climate change and on local food production due to oil seed activity. The results point towards a positive relationship between oil seed production and deforestation and a negative relationship between oil seed activity and local food production. The latter result, therefore, exacerbates local food insecurity. The research is unprecedented in the region and the results can be extremely effective in supporting regional and national government subsidies on clean energy that do not harm the local environment or food production; helping Brazil achieve regional sustainable development. © 2010 Elsevier Inc.","RAYYAN-INCLUSION: {""Jamie""=>""Included""} | RAYYAN-LABELS: brazil",,
